depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,compound,AUC,ERBB2_expr,HER2_group
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.856300898323823,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.866184690880336,4.596684735567345,HER2_mid
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.855040569643666,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.817301165002792,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.818431539848813,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SB-239063 (BRD:BRD-K82091397-001-03-0),0.765460564996767,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.933662978800815,10.471726012618872,HER2_high
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.867277805172496,6.273094358271646,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.911958141342761,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.936713446673747,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.891025287402981,11.642241271184114,HER2_high
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,AMFENAC (BRD:BRD-K82122102-323-01-1),0.909437051474099,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.899170950372288,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.921856365257028,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.930658875434176,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.900562163872226,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.925443070691752,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.943011917575489,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",AMFENAC (BRD:BRD-K82122102-323-01-1),0.907843705801418,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.933969692973068,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.93368462577292,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.903892436045776,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AMFENAC (BRD:BRD-K82122102-323-01-1),0.794184092022179,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.5110688880396028,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6571563818869236,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6204481431542304,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.4458574904129014,6.273094358271646,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.7197341841272686,11.642241271184114,HER2_high
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.4435080312311383,4.90433958030868,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6197993875079573,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6168984296443651,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.921871514970222,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.8467328764211071,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6931519004611827,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.5691595724014666,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6001065802430522,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.5543025180530178,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.5631396287654673,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.2834268580119295,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ELESCLOMOL (BRD:BRD-K82135108-001-04-3),0.6787133789265014,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PYRITINOL (BRD:BRD-K82181219-001-04-3),0.829710873416601,10.471726012618872,HER2_high
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PYRITINOL (BRD:BRD-K82181219-001-04-3),0.968229661619695,6.273094358271646,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PYRITINOL (BRD:BRD-K82181219-001-04-3),0.999354694975223,11.642241271184114,HER2_high
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PYRITINOL (BRD:BRD-K82181219-001-04-3),0.992594040630094,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.873835992511267,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.870692888843199,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.847429636624629,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.877526833522236,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.867637086232399,6.0496373016547365,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.71066964744013,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.855274118477811,11.642241271184114,HER2_high
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.768768637299983,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.842200907595585,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.889967564222406,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.524316278426407,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.77634610113458,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.920321900471722,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.798214209652208,4.596684735567345,HER2_mid
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.873129583341598,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.883632883141197,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.795976289243114,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BINIMETINIB (BRD:BRD-K82244583-001-01-3),0.809661624055095,5.398114325909374,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.6151322838404876,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.37475895016631,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.7941961461020588,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.9911557637037248,6.0496373016547365,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.442946964257259,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.8342820883199573,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.9758195715778624,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.9476840216947556,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.9030742964702164,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.4275753328714899,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.6758629886787362,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.7624796428668362,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.6043446286426851,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.9911101743032416,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVITOCLAX (BRD:BRD-K82746043-001-19-3),0.476661086645336,4.546999379348131,HER2_low
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.8196474260292546,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.8730514057563056,4.591308404185142,HER2_low
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9722088979780618,6.0496373016547365,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9206253497012372,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9507222570893508,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9889977822655516,5.314957492109641,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9061218636503008,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9300648800647582,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.8890005195117653,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.953811899153149,3.5059925243950385,HER2_low
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.95278379157266,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9087532209329722,4.596684735567345,HER2_mid
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.953677002067863,4.546999379348131,HER2_low
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.966058946426651,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BATIMASTAT (BRD:BRD-K82818427-001-04-8),0.9486665810900146,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.989196207689358,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",PD-407824 (BRD:BRD-K82823804-001-04-1),0.940658005479354,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.831564216813879,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.764554412952962,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.779293902351758,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.82842766927491,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.843619420383869,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.892273422996506,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.846251297013663,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,PD-407824 (BRD:BRD-K82823804-001-04-1),0.761726187223943,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.946997841973482,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.843923522965388,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.96966863595956,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.86695455474113,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.964082590933782,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",PD-407824 (BRD:BRD-K82823804-001-04-1),0.900396193355652,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.799712718121777,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.852761336006654,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.890243393325441,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,PD-407824 (BRD:BRD-K82823804-001-04-1),0.802576256455069,5.398114325909374,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,REPAGLINIDE (BRD:BRD-K82846253-001-15-4),0.934293843088727,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,REPAGLINIDE (BRD:BRD-K82846253-001-15-4),0.955540581798289,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,REPAGLINIDE (BRD:BRD-K82846253-001-15-4),0.91960835984787,8.432587832060696,HER2_high
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",REPAGLINIDE (BRD:BRD-K82846253-001-15-4),0.992837458774742,3.871557840445523,HER2_low
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.915026059240502,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.868648241988652,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.850633225862202,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.884937718381032,6.273094358271646,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.89084303179883,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.888531393776282,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.85397739745045,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.896900004979358,5.314957492109641,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.798732664652688,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.899145341309102,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.902775716252025,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.912023165358041,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.907416746813836,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.903685748164517,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.860585462237724,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAVARIXIN (BRD:BRD-K82850175-001-01-1),0.887517575260667,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.93637004425631,10.471726012618872,HER2_high
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.947347472436133,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.913766200184145,6.0496373016547365,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.944673257517713,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.835548172494278,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.914835568142011,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.940097117951261,4.90433958030868,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.893641989955176,5.40356427614107,HER2_mid
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.915331951030933,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DACLATASVIR (BRD:BRD-K82861010-001-02-5),0.963340870993649,4.596684735567345,HER2_mid
