compound,n_total_spearman,unique_cell_lines_spearman,spearman_rho,spearman_p,direction,spearman_fdr,significant_fdr_0_05_spearman,significant_p_0_05_spearman,significant_p_0_10_spearman,n_total_mw,unique_cell_lines_mw,n_high,n_low,auc_mean_high,auc_mean_low,auc_median_high,auc_median_low,delta_mean_high_minus_low,delta_median_high_minus_low,mw_p,mw_fdr,significant_fdr_0_05_mw,significant_p_0_05_mw,significant_p_0_10_mw
KPT-185 (BRD:BRD-K71467466-001-02-3),21,21,0.5753246753246753,0.006358310845714959,positive,0.1697360530283357,False,True,True,,,,,,,,,,,,,,,
KPT-276 (BRD:BRD-K75352575-001-01-3),21,21,0.22467532467532467,0.3275102738815652,positive,0.7339887610086854,False,False,False,8.0,8.0,3.0,5.0,0.8126289492012063,0.7044599916264734,0.766158508791067,0.6911542840876,0.10816895757473288,0.0750042247034669,0.25,0.5196969696969697,False,False,False
KU-0063794 (BRD:BRD-K67566344-001-07-5),20,20,-0.14285714285714285,0.5479501508336089,negative,0.8343473658608532,False,False,False,8.0,8.0,3.0,5.0,0.8043460432351554,0.7965713497023243,0.800008758567133,0.796706821843059,0.007774693532831001,0.003301936724074084,0.5714285714285714,0.8340425531914892,False,False,False
KW-2449 (BRD:BRD-K21718444-001-06-8),15,15,0.22142857142857136,0.42771371901637,positive,0.7784837999874641,False,False,False,,,,,,,,,,,,,,,
KW-2478 (BRD:BRD-K41213548-001-02-0),20,20,0.18345864661654135,0.438794886569103,positive,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
KX2-391 (BRD:BRD-K29968218-001-03-2),19,19,0.343859649122807,0.14944730840911596,positive,0.5647263232076876,False,False,False,7.0,7.0,3.0,4.0,0.7048898989271647,0.562257197723948,0.714729773007655,0.5415175029247026,0.1426327012032167,0.17321227008295237,0.11428571428571428,0.3733333333333333,False,False,False
"L-798,106 (BRD:BRD-K43905307-001-01-2)",15,15,0.21071428571428572,0.45095786521528514,positive,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
LACITOL (BRD:BRD-K40787673-001-02-1),11,11,0.5454545454545455,0.08265095734417503,positive,0.42678827681231907,False,False,True,,,,,,,,,,,,,,,
LANATOSIDE-C (BRD:BRD-A64242993-001-05-6),21,21,0.174025974025974,0.4505852392484295,positive,0.780776068598229,False,False,False,7.0,7.0,3.0,4.0,0.7331447873716433,0.7036658328045116,0.714698368385405,0.7089673870538751,0.029478954567131788,0.0057309813315299385,0.8571428571428571,0.9639344262295081,False,False,False
LAPATINIB (BRD:BRD-K19687926-001-04-1),18,18,-0.7069143446852425,0.001036757704756385,negative,0.09724142871853086,False,True,True,,,,,,,,,,,,,,,
LAPPACONITE (BRD:BRD-A05906449-004-01-1),20,20,-0.0706766917293233,0.7671582206450904,negative,0.9382281285728737,False,False,False,,,,,,,,,,,,,,,
LASALOCID (BRD:BRD-A72711497-236-03-8),20,20,0.20150375939849624,0.39426050476127356,positive,0.771039618930644,False,False,False,7.0,7.0,3.0,4.0,0.8577279827968843,0.8079579513423187,0.858720707397387,0.8102199287804945,0.0497700314545656,0.048500778616892504,0.22857142857142856,0.519205298013245,False,False,False
LATREPIRDINE (BRD:BRD-K55703048-001-07-7),10,10,-0.09090909090909088,0.8027717312071619,negative,0.9463917739064406,False,False,False,,,,,,,,,,,,,,,
LB42708 (BRD:BRD-K18834913-001-01-1),21,21,0.42727272727272725,0.053370405215496956,positive,0.3710714000416048,False,False,True,8.0,8.0,3.0,5.0,0.8394152635457829,0.7277140703206653,0.807129637585621,0.687350113215617,0.11170119322511762,0.11977952437000394,0.39285714285714285,0.638139534883721,False,False,False
LCL-161 (BRD:BRD-K08248804-001-01-8),18,18,-0.2260061919504644,0.3671777255550172,negative,0.7575185319277574,False,False,False,,,,,,,,,,,,,,,
LDN-212854 (BRD:BRD-K59831625-001-01-6),22,22,0.3314511575381141,0.13184479008712227,positive,0.5308699567441867,False,False,False,8.0,8.0,3.0,5.0,0.813341058448382,0.7643999637519588,0.827078024627674,0.757464557352372,0.04894109469642316,0.06961346727530204,0.14285714285714285,0.3951612903225806,False,False,False
LDN-57444 (BRD:BRD-K94485812-001-02-9),21,21,0.22077922077922077,0.3361880870952679,positive,0.7366106225933536,False,False,False,7.0,7.0,3.0,4.0,0.9394161721743567,0.9084150134995105,0.930076795566153,0.901520837321386,0.031001158674846208,0.028555958244766977,0.22857142857142856,0.519205298013245,False,False,False
LE-135 (BRD:BRD-K06593056-001-04-8),19,19,0.13859649122807016,0.5714909256572165,positive,0.8395769081701513,False,False,False,8.0,8.0,3.0,5.0,0.9205209731601957,0.8778367111672042,0.938399459515798,0.857736073740913,0.04268426199299147,0.08066338577488497,0.39285714285714285,0.638139534883721,False,False,False
LENALIDOMIDE (BRD:BRD-A17883755-001-06-1),19,19,0.1,0.6837719442525738,positive,0.9038482436751837,False,False,False,8.0,8.0,3.0,5.0,0.9173751379061094,0.8869397883104323,0.941078287571511,0.892271993871816,0.030435349595677064,0.048806293699695025,0.39285714285714285,0.638139534883721,False,False,False
LENVATINIB (BRD:BRD-K39974922-001-04-3),11,11,0.39090909090909093,0.23454006709519437,positive,0.6595505708441295,False,False,False,,,,,,,,,,,,,,,
LEVOBUNOLOL (BRD:BRD-K31812033-003-11-0),10,10,0.5757575757575757,0.08155281477260244,positive,0.42359491437769387,False,False,True,,,,,,,,,,,,,,,
LEVOCETIRIZINE (BRD:BRD-K27184429-300-01-3),10,10,-0.06666666666666665,0.8548130882487427,negative,0.9639855930264206,False,False,False,,,,,,,,,,,,,,,
LICOCHALCONE-A (BRD:BRD-K26011976-001-01-0),18,18,0.2528379772961816,0.31141340050989863,positive,0.7273113963580073,False,False,False,,,,,,,,,,,,,,,
LITRONESIB (BRD:BRD-K83029223-001-01-3),11,11,0.45454545454545453,0.16014543725525893,positive,0.5701952463564259,False,False,False,,,,,,,,,,,,,,,
LLL CPD (BRD:BRD-K60230970-001-17-5),21,21,0.3077922077922078,0.17467404944767495,positive,0.5932199448549884,False,False,False,7.0,7.0,3.0,4.0,0.5388792232564897,0.50673539296279,0.535269861107023,0.508714416486028,0.032143830293699716,0.026555444620995017,0.4,0.638139534883721,False,False,False
LOMEFLOXACIN (BRD:BRD-A75850590-213-01-0),16,16,-0.10588235294117648,0.6963341050381158,negative,0.9086723568633107,False,False,False,,,,,,,,,,,,,,,
LONAFARNIB (BRD:BRD-K41599323-001-02-3),16,16,0.4294117647058823,0.09693648522272376,positive,0.4626752240630545,False,False,True,,,,,,,,,,,,,,,
LOVASTATIN (BRD:BRD-K09416995-001-39-9),10,10,0.2121212121212121,0.5563057751029299,positive,0.8346329721632294,False,False,False,,,,,,,,,,,,,,,
LUCITANIB (BRD:BRD-K31309378-001-01-5),15,15,-0.23928571428571427,0.3903793119202356,negative,0.7690332286281288,False,False,False,,,,,,,,,,,,,,,
LY2090314 (BRD:BRD-K78055238-001-01-8),21,21,0.2532467532467532,0.26801791447109463,positive,0.6830530000476708,False,False,False,8.0,8.0,3.0,5.0,0.7962672274992001,0.7255374488561704,0.885886081471711,0.726821155553243,0.07072977864302965,0.159064925918468,0.7857142857142857,0.9556737588652482,False,False,False
LY2183240 (BRD:BRD-K37865504-001-04-1),16,16,0.4323529411764706,0.09442103753478692,positive,0.4531183486044394,False,False,True,,,,,,,,,,,,,,,
LY2334737 (BRD:BRD-K04993719-001-01-7),20,20,0.362406015037594,0.1163446491875469,positive,0.5051310020891897,False,False,False,7.0,7.0,3.0,4.0,0.86951531178025,0.8227575207545563,0.84502574830794,0.8208304175700536,0.04675779102569366,0.024195330737886378,0.11428571428571428,0.3733333333333333,False,False,False
LY2603618 (BRD:BRD-K14109347-001-03-4),11,11,-0.08181818181818183,0.8109903943000459,negative,0.948620796770868,False,False,False,,,,,,,,,,,,,,,
LY2606368 (BRD:BRD-K20463415-300-01-4),17,17,0.13725490196078433,0.5993690521648235,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
LY2608204 (BRD:BRD-K12068470-001-02-5),20,20,-0.21353383458646616,0.3660206383395141,negative,0.7573771421435671,False,False,False,,,,,,,,,,,,,,,
LY2784544 (BRD:BRD-K25630527-001-03-8),22,22,0.40824392998306047,0.05926851355254248,positive,0.3782528700529743,False,False,True,8.0,8.0,3.0,5.0,0.9000534388836706,0.742670534617073,0.88233346727984,0.735484940995058,0.15738290426659762,0.14684852628478196,0.07142857142857142,0.35,False,False,True
LY2801653 (BRD:BRD-K18961567-001-01-1),14,14,0.2351648351648352,0.4183338961985915,positive,0.7778704540120908,False,False,False,,,,,,,,,,,,,,,
LY2874455 (BRD:BRD-K17203476-001-01-9),21,21,0.23896103896103899,0.2968491826193771,positive,0.7121442868379092,False,False,False,7.0,7.0,3.0,4.0,0.8182596954043694,0.648546052032109,0.84797970134637,0.6550536444527545,0.16971364337226036,0.19292605689361553,0.11428571428571428,0.3733333333333333,False,False,False
LY3023414 (BRD:BRD-K82967180-001-01-6),21,21,-0.2961038961038961,0.19247618519439216,negative,0.6127453618317019,False,False,False,8.0,8.0,3.0,5.0,0.5751777586308727,0.5888587589853496,0.559732017786395,0.601978735852983,-0.013681000354476835,-0.042246718066587974,1.0,1.0,False,False,False
LY456236 (BRD:BRD-K87696786-003-04-4),19,19,0.18771929824561404,0.44154950238237817,positive,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
M-344 (BRD:BRD-K45528773-001-07-2),22,22,0.2433653303218521,0.27511168166940314,positive,0.6901239060059176,False,False,False,8.0,8.0,3.0,5.0,0.74606408622153,0.7041639853744147,0.749565364466503,0.731859003246215,0.04190010084711526,0.017706361220288014,0.5714285714285714,0.8340425531914892,False,False,False
MARIMASTAT (BRD:BRD-K21396683-001-04-8),19,19,0.1754385964912281,0.47250784114558503,positive,0.7932023264858395,False,False,False,,,,,,,,,,,,,,,
MAXACALCITOL (BRD:BRD-K81332461-001-01-4),13,13,-0.12637362637362637,0.6807854750709491,negative,0.9012497368630407,False,False,False,,,,,,,,,,,,,,,
MAYTANSINOL-ISOBUTYRATE (BRD:BRD-K15898725-001-01-7),12,12,0.6573426573426573,0.020185498509854093,positive,0.2588831710841135,False,True,True,6.0,6.0,3.0,3.0,0.406460431497575,0.12328019959807003,0.417640650939626,0.104649965543965,0.283180231899505,0.312990685395661,0.1,0.3733333333333333,False,False,False
MEBENDAZOLE (BRD:BRD-K77987382-001-13-2),13,13,-0.23076923076923078,0.4481273823153657,negative,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
MECHLORETHAMINE (BRD:BRD-K12829205-003-02-8),10,10,0.5272727272727272,0.11730806555020232,positive,0.5051310020891897,False,False,False,,,,,,,,,,,,,,,
MECLIZINE (BRD:BRD-A50311610-300-10-4),16,16,0.1411764705882353,0.6020026838819792,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
MEFEXAMIDE (BRD:BRD-K20655524-003-12-0),21,21,0.1935064935064935,0.40065858838070295,positive,0.7734882591591963,False,False,False,7.0,7.0,3.0,4.0,0.6650207581912536,0.645283086722468,0.67813199302557,0.6456002724706615,0.019737671468785578,0.032531720554908494,0.8571428571428571,0.9639344262295081,False,False,False
MEK1-2-INHIBITOR (BRD:BRD-K12244279-001-05-8),18,18,0.2425180598555212,0.3322310909053101,positive,0.7346111921701703,False,False,False,7.0,7.0,3.0,4.0,0.8930790493717572,0.8627334753067235,0.913022421936174,0.848271168666732,0.030345574065033687,0.06475125326944198,0.4,0.638139534883721,False,False,False
MELPHALAN (BRD:BRD-K87827419-001-16-8),15,15,0.3857142857142856,0.15563079458596027,positive,0.5677037801887282,False,False,False,,,,,,,,,,,,,,,
MENADIONE (BRD:BRD-K78126613-001-28-5),17,17,0.014705882352941176,0.9553274855428822,positive,0.9893725661698659,False,False,False,7.0,7.0,3.0,4.0,0.9093257973716337,0.9018343090554812,0.913867857685544,0.9050812797793035,0.007491488316152428,0.00878657790624049,0.6285714285714286,0.8589641434262948,False,False,False
MERIMEPODIB (BRD:BRD-K09372874-001-01-0),15,15,-0.1928571428571428,0.4910487016052232,negative,0.8059405269840373,False,False,False,,,,,,,,,,,,,,,
METARAMINOL (BRD:BRD-K96253961-046-03-1),21,21,0.03766233766233767,0.8712435420745898,positive,0.9697975468329533,False,False,False,7.0,7.0,3.0,4.0,0.7664122420911843,0.7690836048709665,0.766890806076908,0.7579875212281395,-0.0026713627797821937,0.008903284848768456,1.0,1.0,False,False,False
METATINIB (BRD:BRD-K27182532-001-02-3),17,17,0.02696078431372549,0.9181909009189737,positive,0.9785339457396024,False,False,False,,,,,,,,,,,,,,,
METHACYCLINE (BRD:BRD-A49035384-003-28-9),16,16,0.22058823529411767,0.41166643049796364,positive,0.7778704540120908,False,False,False,,,,,,,,,,,,,,,
METHIAZOLE (BRD:BRD-K02764365-001-13-6),19,19,0.4929824561403509,0.03198157441535629,positive,0.31032670559076486,False,True,True,,,,,,,,,,,,,,,
METHOTREXATE (BRD:BRD-A55424491-001-19-9),12,12,0.18881118881118883,0.5567370561768314,positive,0.8346329721632294,False,False,False,,,,,,,,,,,,,,,
METHOXYFLURANE (BRD:BRD-K06152156-001-01-8),18,18,0.05882352941176471,0.816654203568489,positive,0.9492062708517403,False,False,False,,,,,,,,,,,,,,,
MEVASTATIN (BRD:BRD-K94441233-001-13-0),15,15,0.2285714285714285,0.4125661704963605,positive,0.7778704540120908,False,False,False,,,,,,,,,,,,,,,
MEXILETINE (BRD:BRD-A64092382-003-18-3),21,21,0.26233766233766237,0.2506256259413438,positive,0.6747025234945323,False,False,False,8.0,8.0,3.0,5.0,0.7824111866385449,0.7468480832052596,0.765844814219121,0.737302537712594,0.03556310343328528,0.028542276506526965,0.5714285714285714,0.8340425531914892,False,False,False
MGCD-265 (BRD:BRD-K56277358-001-07-5),17,17,-0.1593137254901961,0.5413616326261632,negative,0.8343473658608532,False,False,False,7.0,7.0,3.0,4.0,0.8559645311312777,0.9076174835005864,0.856186974046128,0.9186214581438414,-0.05165295236930867,-0.06243448409771346,0.4,0.638139534883721,False,False,False
MIBAMPATOR (BRD:BRD-K42981054-001-01-9),14,14,-0.13406593406593406,0.6477195279851133,negative,0.8799020664782387,False,False,False,,,,,,,,,,,,,,,
MIDODRINE (BRD:BRD-A79981887-003-16-4),10,10,0.35757575757575755,0.31037609170568026,positive,0.7273113963580073,False,False,False,,,,,,,,,,,,,,,
MIFEPRISTONE (BRD:BRD-K37270826-001-27-6),16,16,0.0588235294117647,0.8286807500332257,positive,0.9528091920805439,False,False,False,7.0,7.0,3.0,4.0,0.916678204224183,0.9186463972620952,0.891828187215438,0.9160492860836815,-0.0019681930379121804,-0.02422109886824353,1.0,1.0,False,False,False
MITOMYCIN-C (BRD:BRD-A48237631-001-04-8),20,20,0.019548872180451125,0.9348031235214638,positive,0.9826561405588721,False,False,False,7.0,7.0,3.0,4.0,0.7828145459180257,0.737867879004972,0.693366958129172,0.70816202008758,0.04494666691305371,-0.014795061958407962,0.8571428571428571,0.9639344262295081,False,False,False
MITOXANTRONE (BRD:BRD-K21680192-300-14-4),19,19,0.243859649122807,0.31437156522355036,positive,0.7273113963580073,False,False,False,6.0,6.0,3.0,3.0,0.5442539208841993,0.4227036470839686,0.592378278828437,0.435512570511376,0.1215502738002307,0.15686570831706098,0.4,0.638139534883721,False,False,False
MK 2206 (BRD:BRD-K68065987-300-09-1),20,20,-0.5022556390977443,0.024024689465215566,negative,0.2755039064647447,False,True,True,8.0,8.0,3.0,5.0,0.7432438254583129,0.8263605140051051,0.793387733280005,0.841269440478151,-0.08311668854679222,-0.047881707198145995,0.14285714285714285,0.3951612903225806,False,False,False
MK-2461 (BRD:BRD-K56405753-001-02-4),11,11,0.5818181818181819,0.06041989621564838,positive,0.37837424367672,False,False,True,,,,,,,,,,,,,,,
MK-5108 (BRD:BRD-K53665955-001-03-0),18,18,0.22187822497420018,0.37622542106556206,positive,0.7641955766791809,False,False,False,,,,,,,,,,,,,,,
MK-8245 (BRD:BRD-K29656036-001-02-5),15,15,0.075,0.7905107941552679,positive,0.9402289225394803,False,False,False,,,,,,,,,,,,,,,
MK-8745 (BRD:BRD-K25279140-001-01-5),19,19,0.4140350877192982,0.0780194939845629,positive,0.41825598861034996,False,False,True,,,,,,,,,,,,,,,
ML133 (BRD:BRD-K33743361-003-02-6),19,19,-0.03333333333333333,0.8922406862320765,negative,0.9746808320652924,False,False,False,,,,,,,,,,,,,,,
MLN-8054 (BRD:BRD-K83963101-001-06-9),20,20,0.17593984962406017,0.4580986587024855,positive,0.789039768533424,False,False,False,7.0,7.0,3.0,4.0,0.7270226907405067,0.6341847235061036,0.778910377634051,0.631198113660319,0.09283796723440318,0.14771226397373205,0.6285714285714286,0.8589641434262948,False,False,False
MLN0128 (BRD:BRD-K59317601-001-05-5),20,20,-0.24511278195488717,0.2976005003886619,negative,0.7121442868379092,False,False,False,8.0,8.0,3.0,5.0,0.6226671309711436,0.7174787712969535,0.6447808224653887,0.6985552188740546,-0.09481164032580991,-0.05377439640866588,0.5714285714285714,0.8340425531914892,False,False,False
"MNS-(3,4-METHYLENEDIOXY-NITROSTYRENE) (BRD:BRD-K42205652-001-02-7)",16,16,0.18235294117647058,0.4990748572458002,positive,0.807040166382094,False,False,False,,,,,,,,,,,,,,,
MOCETINOSTAT (BRD:BRD-K16485616-001-08-9),12,12,0.1188811188811189,0.712884219214772,positive,0.9177426551750772,False,False,False,,,,,,,,,,,,,,,
MOLIBRESIB (BRD:BRD-K08109215-001-06-4),12,12,0.006993006993006993,0.9827917689028476,positive,0.9951893714922184,False,False,False,,,,,,,,,,,,,,,
MOMELOTINIB (BRD:BRD-K87737963-001-06-0),13,13,0.23626373626373626,0.43708354383118136,positive,0.7799208652754643,False,False,False,,,,,,,,,,,,,,,
MONENSIN (BRD:BRD-A06627858-236-03-0),18,18,0.3085655314757482,0.21282870595868356,positive,0.6327533581195878,False,False,False,,,,,,,,,,,,,,,
MOZAVAPTAN (BRD:BRD-A31095847-001-02-3),20,20,-0.5503759398496241,0.011919637001913336,negative,0.22192498824595153,False,True,True,,,,,,,,,,,,,,,
MPI-0479605 (BRD:BRD-K45551181-001-02-1),18,18,0.20330237358101136,0.4184467334719627,positive,0.7778704540120908,False,False,False,,,,,,,,,,,,,,,
MRS-1220 (BRD:BRD-K37618799-001-03-0),13,13,-0.4505494505494505,0.1223318876780357,negative,0.5122689187573556,False,False,False,,,,,,,,,,,,,,,
MUBRITINIB (BRD:BRD-K19061412-001-02-4),20,20,0.1789473684210526,0.45032544160933996,positive,0.780776068598229,False,False,False,7.0,7.0,3.0,4.0,0.6922523454981396,0.565565053343003,0.579470419229019,0.536516773602301,0.12668729215513663,0.042953645626717996,0.4,0.638139534883721,False,False,False
MYCOPHENOLATE-MOFETIL (BRD:BRD-K92428153-001-04-4),13,13,0.03296703296703297,0.9148564744875124,positive,0.9779882166736967,False,False,False,,,,,,,,,,,,,,,
MYCOPHENOLIC-ACID (BRD:BRD-K63750851-001-20-7),13,13,-0.049450549450549455,0.8725444288811492,negative,0.9697975468329533,False,False,False,,,,,,,,,,,,,,,
N-ACETYLMANNOSAMINE (BRD:BRD-A92872453-001-01-8),13,13,-0.24175824175824176,0.4261755195945088,negative,0.7784837999874641,False,False,False,,,,,,,,,,,,,,,
NALOXONE (BRD:BRD-K67511046-001-02-3),15,15,0.2678571428571428,0.3344436005123539,positive,0.7346111921701703,False,False,False,6.0,6.0,3.0,3.0,0.8575981593647833,0.795730985529254,0.931601496545141,0.772989153236518,0.06186717383552931,0.15861234330862306,0.7,0.9164122137404579,False,False,False
NANCHANGMYCIN (BRD:BRD-A73871920-236-03-6),22,22,0.24675324675324675,0.26827433942114864,positive,0.6830530000476708,False,False,False,8.0,8.0,3.0,5.0,0.7459240995364866,0.6275858306867679,0.758088468863922,0.619562398217819,0.11833826884971876,0.138526070646103,0.25,0.5196969696969697,False,False,False
NAPABUCASIN (BRD:BRD-K22064724-001-01-8),22,22,-0.10897797854319595,0.6292681723906856,negative,0.8680420365534922,False,False,False,8.0,8.0,3.0,5.0,0.6889091207924256,0.7585742509572474,0.7345078406704301,0.7440303945861937,-0.06966513016482179,-0.00952255391576362,0.5714285714285714,0.8340425531914892,False,False,False
NARASIN (BRD:BRD-A25608658-001-01-1),19,19,0.18596491228070175,0.44590627508518826,positive,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
NAVARIXIN (BRD:BRD-K82850175-001-01-1),16,16,-0.10882352941176471,0.6882882939574141,negative,0.9057504673090858,False,False,False,7.0,7.0,3.0,4.0,0.8866154961632606,0.8846803450056828,0.89084303179883,0.888032494401244,0.001935151157577808,0.002810537397585966,0.8571428571428571,0.9639344262295081,False,False,False
NAVITOCLAX (BRD:BRD-K82746043-001-19-3),15,15,0.1357142857142857,0.6296204418728145,positive,0.8680420365534922,False,False,False,,,,,,,,,,,,,,,
NEMORUBICIN (BRD:BRD-K51911221-001-01-2),22,22,0.4409937888198759,0.0399399990443038,positive,0.3391059534242332,False,True,True,8.0,8.0,3.0,5.0,0.43376965074699664,0.3627226290975924,0.410642695723177,0.398486740184365,0.07104702164940424,0.012155955538812047,0.03571428571428571,0.33220338983050846,False,True,True
NERATINIB (BRD:BRD-K85606544-001-09-1),18,18,-0.6119711042311662,0.006950274712161287,negative,0.17047479363440046,False,True,True,8.0,8.0,3.0,5.0,0.7277200621205299,0.9103670046072019,0.6875432292406777,0.9327450620755304,-0.18264694248667201,-0.24520183283485275,0.07142857142857142,0.35,False,False,True
NH125 (BRD:BRD-K31086665-005-04-6),22,22,0.06267645398080182,0.7817104249303759,positive,0.9402289225394803,False,False,False,8.0,8.0,3.0,5.0,0.849887416237474,0.8356493875784594,0.827689779804605,0.843794776276126,0.014238028659014579,-0.01610499647152097,1.0,1.0,False,False,False
NIACIN (BRD:BRD-K60237333-001-27-1),10,10,-0.09090909090909088,0.8027717312071619,negative,0.9463917739064406,False,False,False,,,,,,,,,,,,,,,
NICLOSAMIDE (BRD:BRD-K35960502-001-20-0),20,20,0.04661654135338346,0.8452698052894376,positive,0.9638154883161442,False,False,False,8.0,8.0,3.0,5.0,0.8695921880298183,0.8726841100726418,0.859563634336289,0.865363892275497,-0.0030919220428234917,-0.00580025793920802,0.7857142857142857,0.9556737588652482,False,False,False
NILOTINIB (BRD:BRD-K81528515-001-13-8),15,15,-0.35,0.2009453508162933,negative,0.6285637561054869,False,False,False,,,,,,,,,,,,,,,
NIMORAZOLE (BRD:BRD-K79145628-001-05-5),11,11,0.21818181818181823,0.5192482475549817,positive,0.8231529669498184,False,False,False,,,,,,,,,,,,,,,
NIRAPARIB (BRD:BRD-K54955827-001-02-2),15,15,0.3107142857142856,0.2596673973372181,positive,0.6823997376451297,False,False,False,,,,,,,,,,,,,,,
NITARSONE (BRD:BRD-K56707426-001-02-0),13,13,0.22527472527472525,0.45930514272500556,positive,0.789039768533424,False,False,False,6.0,6.0,3.0,3.0,0.8542497685201863,0.8402174463392731,0.84459446633204,0.809925188204913,0.014032322180913215,0.03466927812712706,0.7,0.9164122137404579,False,False,False
NMS-1286937 (BRD:BRD-K83699324-001-01-1),20,20,0.5308270676691729,0.01603544437677618,positive,0.2441677750204731,False,True,True,7.0,7.0,3.0,4.0,0.6042973129073633,0.5206841983863725,0.603278324422409,0.5245158745592959,0.08361311452099085,0.0787624498631131,0.05714285714285714,0.33220338983050846,False,False,True
NMS-873 (BRD:BRD-K26253904-001-01-5),21,21,0.20649350649350648,0.3691521306594588,positive,0.758049607842563,False,False,False,7.0,7.0,3.0,4.0,0.6922051781268443,0.6362233194410337,0.694134993268389,0.631705587094675,0.055981858685810626,0.062429406173714064,0.4,0.638139534883721,False,False,False
NMS-E973 (BRD:BRD-K58770988-001-01-8),21,21,0.38571428571428573,0.08418819066159455,positive,0.4304510523486097,False,False,True,7.0,7.0,3.0,4.0,0.728331520364032,0.5926950447892521,0.706496440982181,0.581233467085293,0.13563647557477998,0.125262973896888,0.11428571428571428,0.3733333333333333,False,False,False
NOCODAZOLE (BRD:BRD-K12539581-001-23-7),21,21,0.15974025974025974,0.4891511154734236,positive,0.804321107938609,False,False,False,8.0,8.0,3.0,5.0,0.6864522035780957,0.6429374613678159,0.717599711031114,0.618284879577332,0.04351474221027973,0.09931483145378195,0.5714285714285714,0.8340425531914892,False,False,False
NONOXYNOL-9 (BRD:BRD-K88625236-001-04-2),17,17,-0.37009803921568635,0.14367547273095146,negative,0.5572774934626994,False,False,False,,,,,,,,,,,,,,,
NOREPINEPHRINE (BRD:BRD-K87349682-347-03-8),16,16,0.2823529411764706,0.2893498290632738,positive,0.7077448727503345,False,False,False,,,,,,,,,,,,,,,
NORETYNODREL (BRD:BRD-A00758722-001-04-9),19,19,-0.03859649122807017,0.8753438786249873,negative,0.9697975468329533,False,False,False,6.0,6.0,3.0,3.0,0.8840839308234362,0.9323129056444207,0.884316481207194,0.953326688368468,-0.04822897482098454,-0.06901020716127404,0.7,0.9164122137404579,False,False,False
NORFLOXACIN (BRD:BRD-K11196887-001-22-0),14,14,0.39780219780219783,0.1589507745108346,positive,0.5687870218257833,False,False,False,,,,,,,,,,,,,,,
NOVOBIOCIN (BRD:BRD-K85307935-236-09-5),14,14,0.4021978021978022,0.1539744295414035,positive,0.5677037801887282,False,False,False,,,,,,,,,,,,,,,
NSC-23766 (BRD:BRD-A80213327-305-08-3),10,10,0.11515151515151514,0.7514196523258485,positive,0.9308931736610022,False,False,False,,,,,,,,,,,,,,,
NSC-319726 (BRD:BRD-K99170882-001-04-3),19,19,0.008771929824561405,0.9715689358029989,positive,0.9917954842683878,False,False,False,,,,,,,,,,,,,,,
NSC-3852 (BRD:BRD-K13169950-001-14-4),17,17,0.625,0.007304262768989965,positive,0.17431524391940917,False,True,True,7.0,7.0,3.0,4.0,0.9133350243205207,0.838116711726558,0.890047727919858,0.839305033546235,0.07521831259396272,0.050742694373623,0.05714285714285714,0.33220338983050846,False,False,True
NSC-632839 (BRD:BRD-K81197548-003-01-4),19,19,0.5578947368421052,0.013059921195492315,positive,0.2306382083123943,False,True,True,7.0,7.0,3.0,4.0,0.9006624024202123,0.8456012990467413,0.897070247270073,0.8537666864725479,0.05506110337347103,0.043303560797525065,0.05714285714285714,0.33220338983050846,False,False,True
NSC-663284 (BRD:BRD-K03109492-001-02-2),20,20,0.4060150375939849,0.0756893721143978,positive,0.4158424847475296,False,False,True,,,,,,,,,,,,,,,
NSC-697923 (BRD:BRD-K20605374-001-05-4),22,22,0.24788255223037836,0.2660193797824072,positive,0.6830530000476708,False,False,False,8.0,8.0,3.0,5.0,0.8492379717184916,0.7942639007706533,0.842499291750085,0.799131263579576,0.05497407094783824,0.043368028170509,0.14285714285714285,0.3951612903225806,False,False,False
NVP-AEW541 (BRD:BRD-K24696047-001-02-3),17,17,-0.18872549019607845,0.4681922842798525,negative,0.7928869441992983,False,False,False,8.0,8.0,3.0,5.0,0.8800241032512685,0.9110995075849904,0.853016181961049,0.919300482549117,-0.031075404333721912,-0.066284300588068,0.5714285714285714,0.8340425531914892,False,False,False
NVP-TAE 684 (BRD:BRD-K50140147-001-10-1),16,16,0.1411764705882353,0.6020026838819792,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
NVP-TAE226 (BRD:BRD-K21025364-001-05-6),21,21,0.13766233766233765,0.551800840604731,positive,0.8343473658608532,False,False,False,7.0,7.0,3.0,4.0,0.8212621440046156,0.77687556474627,0.842753322642491,0.7729562296478445,0.04438657925834566,0.06979709299464654,0.4,0.638139534883721,False,False,False
OCTENIDINE (BRD:BRD-K04568635-300-01-4),19,19,0.27543859649122804,0.2537237032890097,positive,0.6765364408503279,False,False,False,6.0,6.0,3.0,3.0,0.8475601941769547,0.810959761388344,0.85049148446582,0.792919350711428,0.03660043278861069,0.05757213375439196,0.2,0.519205298013245,False,False,False
