Compuesto completo,Compuesto,n,Líneas celulares,Rho de Spearman,p-valor_Spearman,FDR_Spearman,n HER2-high,n HER2-low,Mediana AUC HER2-high,Mediana AUC HER2-low,Diferencia de medianas,p-valor_MannWhitney,Criterio n>=3,FDR_MannWhitney
GIVINOSTAT (BRD:BRD-K13810148-311-03-2),GIVINOSTAT,21.0,21.0,0.4,0.07239002577225485,0.4150674854344223,5.0,4.0,0.741723068259459,0.6464283361179519,0.09529473214150708,0.19047619047619047,Sí,0.5691542288557214
GOLGICIDE-A (BRD:BRD-A57886255-001-01-1),GOLGICIDE-A,15.0,15.0,-0.010714285714285713,0.9697698761545686,0.9917954842683878,3.0,4.0,0.928549991878672,0.917776972131077,0.010773019747595036,0.8571428571428571,Sí,1.0
GOLVATINIB (BRD:BRD-K69001009-001-02-8),GOLVATINIB,16.0,16.0,0.1647058823529412,0.542148135201078,0.8343473658608532,3.0,3.0,0.9613081747065187,0.955463555474462,0.0058446192320567025,0.7,Sí,0.9268518518518518
GOSSYPOL (BRD:BRD-K19295594-015-14-3),GOSSYPOL,20.0,20.0,-0.23609022556390977,0.3162939707830972,0.7273113963580073,4.0,4.0,0.7996359534642046,0.8308952749979595,-0.03125932153375488,0.34285714285714286,Sí,0.7268978084688055
GSK 1904529A (BRD:BRD-K04833372-001-06-2),GSK 1904529A,11.0,11.0,-0.23636363636363636,0.4840911622253965,0.804321107938609,,,,,,,,
GSK 650394 (BRD:BRD-K14991967-001-02-6),GSK 650394,17.0,17.0,0.13235294117647062,0.6125925983674195,0.8599670339561709,4.0,5.0,0.893756543800311,0.885159883177642,0.00859666062266895,0.9047619047619049,Sí,1.0
GSK-1070916 (BRD:BRD-K36740062-001-06-6),GSK-1070916,17.0,17.0,0.34558823529411764,0.17425156925857005,0.5932199448549884,3.0,4.0,0.867566684306556,0.6942606901243296,0.17330599418222647,0.4,Sí,0.7268978084688055
GSK-2141795 (BRD:BRD-K38332599-001-01-3),GSK-2141795,20.0,20.0,-0.3383458646616541,0.14452609966359925,0.5572774934626994,5.0,5.0,0.794019338973553,0.8500508822995365,-0.05603154332598348,0.42063492063492064,Sí,0.7268978084688055
GSK-3-INHIBITOR-IX (BRD:BRD-K04923131-001-15-4),GSK-3-INHIBITOR-IX,12.0,12.0,-0.18881118881118883,0.5567370561768314,0.8346329721632294,,,,,,,,
GSK-J4 (BRD:BRD-K98203492-003-04-1),GSK-J4,21.0,21.0,0.2896103896103896,0.2028773165232885,0.6285637561054869,5.0,5.0,0.839739315474844,0.82496868392214,0.014770631552704083,0.5476190476190477,Sí,0.8635265700483092
GSK1292263 (BRD:BRD-K60341624-001-02-2),GSK1292263,15.0,15.0,-0.014285714285714282,0.9596997645989476,0.9893725661698659,,,,,,,,
GSK2656157 (BRD:BRD-K41104902-001-01-3),GSK2656157,14.0,14.0,0.1032967032967033,0.725282211088945,0.9212238582232287,,,,,,,,
GSK461364 (BRD:BRD-K92428232-001-10-6),GSK461364,18.0,18.0,0.3766769865841073,0.12337214538125062,0.5122689187573556,3.0,5.0,0.699234766025426,0.579525914479185,0.119708851546241,0.39285714285714285,Sí,0.7268978084688055
GSK923295 (BRD:BRD-K89015388-001-01-7),GSK923295,17.0,17.0,0.26960784313725494,0.29533579947140526,0.7113692473211594,3.0,3.0,0.896685435570825,0.828215106410122,0.06847032916070306,0.4,Sí,0.7268978084688055
GTP-14564 (BRD:BRD-K16664969-001-03-3),GTP-14564,13.0,13.0,-0.07142857142857142,0.8166280406760861,0.9492062708517403,4.0,3.0,0.8519525601636785,0.897001335233318,-0.04504877506963956,0.8571428571428571,Sí,1.0
GW-441756 (BRD:BRD-K41312087-001-02-7),GW-441756,10.0,10.0,0.2606060606060606,0.46708905438634024,0.7928869441992983,,,,,,,,
GW-583340 (BRD:BRD-K79930101-300-03-7),GW-583340,19.0,19.0,-0.4403508771929824,0.05917790378249743,0.3782528700529743,4.0,4.0,0.8337780477079595,0.9174911858805085,-0.083713138172549,0.2,Sí,0.5691542288557214
GW-843682X (BRD:BRD-K90382497-001-10-7),GW-843682X,21.0,21.0,0.2532467532467532,0.26801791447109463,0.6830530000476708,4.0,5.0,0.7871989920047845,0.718886004476273,0.06831298752851145,0.031746031746031744,Sí,0.38228905597326646
GX15-070 (BRD:BRD-K15600710-066-05-8),GX15-070,15.0,15.0,-0.08928571428571427,0.751672517350277,0.9308931736610022,,,,,,,,
HA14-1 (BRD:BRD-K18163608-001-05-6),HA14-1,19.0,19.0,0.16315789473684209,0.5045157208887769,0.8112598370610681,4.0,4.0,0.9303178115897559,0.8676770379130395,0.06264077367671639,0.05714285714285714,Sí,0.38228905597326646
HALOFANTRINE (BRD:BRD-A51964809-003-12-6),HALOFANTRINE,14.0,14.0,0.5604395604395604,0.0371044770040744,0.3270828544447713,3.0,3.0,0.946369778082959,0.839069674799418,0.107300103283541,0.2,Sí,0.5691542288557214
HALOFUGINONE (BRD:BRD-K54247840-004-01-3),HALOFUGINONE,20.0,20.0,0.4766917293233082,0.03358407951093335,0.31547598093781004,4.0,4.0,0.7010540687203359,0.5826192910396225,0.11843477768071342,0.11428571428571428,Sí,0.42448979591836733
HARRINGTONINE (BRD:BRD-K96358241-001-01-9),HARRINGTONINE,20.0,20.0,0.21954887218045113,0.3523456773115152,0.7508135123045486,4.0,4.0,0.88343489737649,0.7680015450449805,0.11543335233150942,0.2,Sí,0.5691542288557214
HESPERADIN (BRD:BRD-K58122457-001-02-2),HESPERADIN,16.0,16.0,0.29705882352941176,0.26386301461352274,0.6830530000476708,,,,,,,,
HEXACHLOROPHENE (BRD:BRD-K99792991-001-34-9),HEXACHLOROPHENE,18.0,18.0,-0.011351909184726523,0.9643420040748253,0.9917954842683878,3.0,4.0,0.854771879836697,0.8750024121963456,-0.020230532359648556,0.6285714285714286,Sí,0.8921658986175115
HEXAMINOLEVULINATE (BRD:BRD-K73753850-003-01-6),HEXAMINOLEVULINATE,20.0,20.0,0.4090225563909774,0.07334086574364806,0.4158424847475296,4.0,5.0,0.954546640461607,0.897865273093996,0.05668136736761098,0.06349206349206349,Sí,0.38228905597326646
HEXYLRESORCINOL (BRD:BRD-K99946902-001-07-5),HEXYLRESORCINOL,12.0,12.0,-0.3076923076923077,0.33058925941210965,0.7346111921701703,,,,,,,,
HMN-214 (BRD:BRD-K70511574-001-06-9),HMN-214,22.0,22.0,0.20271033314511577,0.3656032765874888,0.7573771421435671,5.0,5.0,0.750677488147322,0.698924125379414,0.051753362767908095,0.42063492063492064,Sí,0.7268978084688055
HOMOHARRINGTONINE (BRD:BRD-K76674262-001-03-3),HOMOHARRINGTONINE,14.0,14.0,0.0989010989010989,0.7365853699253173,0.9231732340606531,,,,,,,,
HYDROXYUREA (BRD:BRD-K51747290-001-13-1),HYDROXYUREA,12.0,12.0,0.35664335664335667,0.2551377517589572,0.6765364408503279,,,,,,,,
HYOSCYAMINE (BRD:BRD-K40530731-001-11-6),HYOSCYAMINE,19.0,19.0,-0.32105263157894737,0.18016885539408906,0.6049015183003066,3.0,5.0,0.788787148747851,0.87006945951447,-0.08128231076661896,1.0,Sí,1.0
HYPOESTOXIDE (BRD:BRD-A51571244-001-01-9),HYPOESTOXIDE,19.0,19.0,-0.14210526315789473,0.5616930467377018,0.8379312384400485,4.0,4.0,0.6975062423206775,0.7546637744441055,-0.057157532123428,0.6857142857142857,Sí,0.9268518518518518
IBUTILIDE (BRD:BRD-A74391928-051-01-3),IBUTILIDE,12.0,12.0,0.3916083916083916,0.20806346369535322,0.6306617630108551,,,,,,,,
ICG-001 (BRD:BRD-K94455792-001-01-8),ICG-001,17.0,17.0,0.5318627450980392,0.027987612204855013,0.28755148979330303,3.0,4.0,0.949789235309131,0.8385033988831445,0.11128583642598644,0.11428571428571428,Sí,0.42448979591836733
IDARUBICIN (BRD:BRD-K69650333-003-14-0),IDARUBICIN,19.0,19.0,0.5526315789473685,0.014134856843017749,0.24256264117551216,4.0,3.0,0.7152506650349926,0.55700228507418,0.15824837996081254,0.11428571428571428,Sí,0.42448979591836733
IDAZOXAN (BRD:BRD-A18696154-003-22-6),IDAZOXAN,15.0,15.0,0.4392857142857142,0.10136057119347246,0.466494998120727,,,,,,,,
IDOXURIDINE (BRD:BRD-K76634210-001-14-7),IDOXURIDINE,12.0,12.0,-0.1328671328671329,0.6805975082860817,0.9012497368630407,,,,,,,,
IDRA-21 (BRD:BRD-A14344385-001-03-2),IDRA-21,12.0,12.0,-0.4825174825174825,0.11210929146889187,0.4974497706886006,,,,,,,,
IDRONOXIL (BRD:BRD-K74671368-001-01-8),IDRONOXIL,17.0,17.0,0.24509803921568632,0.34304665309958526,0.7411956513828063,,,,,,,,
IEM1754 (BRD:BRD-K80060353-303-03-9),IEM1754,12.0,12.0,0.034965034965034975,0.9140933424107599,0.9779882166736967,,,,,,,,
IKK-16 (BRD:BRD-K14618467-001-04-6),IKK-16,21.0,21.0,-0.21688311688311687,0.3450003269824448,0.7412050820571746,4.0,5.0,0.9169429322084115,0.958719582255376,-0.041776650046964514,0.19047619047619047,Sí,0.5691542288557214
IKK-2-INHIBITOR-V (BRD:BRD-K74305673-001-06-2),IKK-2-INHIBITOR-V,21.0,21.0,0.05064935064935065,0.8274046658865746,0.9528091920805439,4.0,5.0,0.8533375971488095,0.820189625961337,0.03314797118747248,0.7301587301587302,Sí,0.9301799413157988
IMILOXAN (BRD:BRD-A10903566-003-07-7),IMILOXAN,10.0,10.0,-0.8060606060606059,0.004862061101964607,0.16434076220750218,,,,,,,,
INDIBULIN (BRD:BRD-K74057757-001-01-9),INDIBULIN,20.0,20.0,0.13533834586466165,0.5694186911507699,0.8395769081701513,4.0,4.0,0.805232183134298,0.6559987770754335,0.14923340605886448,0.2,Sí,0.5691542288557214
INDIRUBIN (BRD:BRD-K17894950-001-14-3),INDIRUBIN,13.0,13.0,0.03296703296703297,0.9148564744875124,0.9779882166736967,3.0,4.0,0.8666710215741832,0.8206002212431165,0.0460708003310667,0.8571428571428571,Sí,1.0
INDISULAM (BRD:BRD-K17610631-001-03-3),INDISULAM,14.0,14.0,0.2351648351648352,0.4183338961985915,0.7778704540120908,,,,,,,,
INDOPROFEN (BRD:BRD-A44090213-001-25-6),INDOPROFEN,15.0,15.0,0.10357142857142855,0.7133796306287293,0.9177426551750772,,,,,,,,
INOSINE (BRD:BRD-K79612754-001-19-1),INOSINE,18.0,18.0,-0.034055727554179564,0.8932828188388959,0.9746808320652924,4.0,3.0,0.838331581968731,0.836812604548979,0.0015189774197520434,0.8571428571428571,Sí,1.0
IODIPAMIDE (BRD:BRD-K67261995-001-11-7),IODIPAMIDE,13.0,13.0,0.10989010989010989,0.7208097995138618,0.9197616372409537,,,,,,,,
IPATASERTIB (BRD:BRD-K71480163-001-01-4),IPATASERTIB,18.0,18.0,-0.24664602683178533,0.3238088129377634,0.7331363636513977,5.0,3.0,0.782569993959765,0.78059912196786,0.0019708719919050433,1.0,Sí,1.0
IRINOTECAN (BRD:BRD-K08547377-001-04-4),IRINOTECAN,13.0,13.0,-0.054945054945054944,0.8585042942308734,0.9656166069742551,,,,,,,,
ISOFLOXYTHEPIN (BRD:BRD-A07704283-001-01-3),ISOFLOXYTHEPIN,16.0,16.0,-0.09411764705882353,0.7288144270239807,0.9212238582232287,3.0,4.0,0.937107050959595,0.9569189138104645,-0.019811862850869444,0.8571428571428571,Sí,1.0
ISOPROPYL-MYRISTATE (BRD:BRD-K13409143-001-01-9),ISOPROPYL-MYRISTATE,16.0,16.0,0.24705882352941175,0.35627504151257744,0.7508135123045486,3.0,4.0,0.925817918371313,0.887597223754271,0.03822069461704203,0.4,Sí,0.7268978084688055
ISPINESIB (BRD:BRD-K64881305-001-03-7),ISPINESIB,14.0,14.0,0.4813186813186813,0.08141829504280486,0.42359491437769387,,,,,,,,
IVERMECTIN (BRD:BRD-K85554912-001-06-3),IVERMECTIN,20.0,20.0,-0.11879699248120301,0.6178918280262936,0.8619249354616386,4.0,4.0,0.9248976734578565,0.8168278900604705,0.10806978339738593,0.6857142857142857,Sí,0.9268518518518518
IXABEPILONE (BRD:BRD-K03601870-001-01-2),IXABEPILONE,21.0,21.0,0.2987012987012987,0.18841842410537243,0.604994430854705,5.0,4.0,0.711281824028335,0.6121572380003795,0.09912458602795549,0.06349206349206349,Sí,0.38228905597326646
IXAZOMIB (BRD:BRD-K78659596-001-03-9),IXAZOMIB,22.0,22.0,0.24223602484472054,0.2774149543225629,0.6919700696802911,5.0,5.0,0.630006545302053,0.487504261563083,0.14250228373897,0.42063492063492064,Sí,0.7268978084688055
IXAZOMIB-CITRATE (BRD:BRD-A66419424-001-02-4),IXAZOMIB-CITRATE,21.0,21.0,0.34025974025974026,0.1312375765277249,0.5308699567441867,5.0,4.0,0.786264605684771,0.6848543760768651,0.10141022960790591,0.1111111111111111,Sí,0.42448979591836733
JIB04 (BRD:BRD-K76180386-001-01-6),JIB04,22.0,22.0,-0.2625635234330887,0.23780202752583146,0.6623949220987672,5.0,5.0,0.730814460547521,0.78949093586893,-0.05867647532140907,0.5476190476190477,Sí,0.8635265700483092
JK-184 (BRD:BRD-K38860038-001-01-2),JK-184,21.0,21.0,0.40129870129870127,0.07138262110690317,0.41196636887186605,5.0,4.0,0.673645300855512,0.579487914556201,0.09415738629931103,0.19047619047619047,Sí,0.5691542288557214
JNJ-26481585 (BRD:BRD-K83837640-001-04-8),JNJ-26481585,20.0,20.0,0.09624060150375939,0.6864870716570239,0.9051933284086526,4.0,4.0,0.4688954797467215,0.461162788546581,0.007732691200140529,1.0,Sí,1.0
JNJ-26854165 (BRD:BRD-K65924316-001-03-1),JNJ-26854165,14.0,14.0,-0.002197802197802198,0.9940505286658997,0.9972385248489288,3.0,3.0,0.865552173181733,0.831842964477607,0.03370920870412608,0.4,Sí,0.7268978084688055
JNJ-7706621 (BRD:BRD-K11636097-001-03-1),JNJ-7706621,19.0,19.0,0.3192982456140351,0.1826959462168638,0.604994430854705,4.0,4.0,0.912431699207512,0.849875911451867,0.06255578775564496,0.05714285714285714,Sí,0.38228905597326646
JTC-801 (BRD:BRD-K17705806-003-04-4),JTC-801,21.0,21.0,-0.28051948051948056,0.21806007395025545,0.6418234843269185,5.0,5.0,0.854432679970731,0.860533919262665,-0.0061012392919339575,0.30952380952380953,Sí,0.7081904761904761
JTE-607 (BRD:BRD-K81405859-300-01-4),JTE-607,17.0,17.0,-0.25980392156862747,0.31391716151942506,0.7273113963580073,,,,,,,,
K-858 (BRD:BRD-A67748489-001-10-0),K-858,17.0,17.0,0.3774509803921569,0.13527263903447564,0.5308699567441867,3.0,4.0,0.808680612376926,0.712460926170229,0.09621968620669696,0.05714285714285714,Sí,0.38228905597326646
K-RAS(G12C)-INHIBITOR-6 (BRD:BRD-K26305185-001-02-1),K-RAS(G12C)-INHIBITOR-6,11.0,11.0,0.10909090909090911,0.7495085962341481,0.9308243185298914,,,,,,,,
KD-023 (BRD:BRD-K71164191-001-01-0),KD-023,18.0,18.0,0.08771929824561403,0.7292587507339037,0.9212238582232287,,,,,,,,
KD025 (BRD:BRD-K88506063-001-01-8),KD025,16.0,16.0,-0.18529411764705883,0.492057050205944,0.8060971713021308,4.0,4.0,0.8662331724954535,0.8585097512161746,0.007723421279278941,1.0,Sí,1.0
KENPAULLONE (BRD:BRD-K37312348-001-15-0),KENPAULLONE,13.0,13.0,-0.2747252747252747,0.3636749816401782,0.7573771421435671,,,,,,,,
KETOPROFEN (BRD:BRD-A97739905-001-26-5),KETOPROFEN,12.0,12.0,-0.2867132867132868,0.36625146058358227,0.7573771421435671,,,,,,,,
KF-38789 (BRD:BRD-A54927599-001-16-9),KF-38789,20.0,20.0,0.13233082706766916,0.5781074593622942,0.841731368421053,4.0,5.0,0.7899371170136464,0.781328482726675,0.00860863428697145,0.4126984126984127,Sí,0.7268978084688055
KI-16425 (BRD:BRD-A25569250-001-03-3),KI-16425,14.0,14.0,0.4593406593406593,0.09846837616829024,0.46496030030267527,,,,,,,,
KIN001-167 (BRD:BRD-K63068307-001-08-9),KIN001-167,17.0,17.0,0.09313725490196079,0.7221860910253712,0.9201880496037558,5.0,4.0,0.82403974320475,0.8620835827586185,-0.038043839553868475,1.0,Sí,1.0
KP-1212 (BRD:BRD-K46690591-001-01-2),KP-1212,18.0,18.0,0.47368421052631576,0.047064111171724266,0.3525300458925629,4.0,4.0,0.9155719742911594,0.7465380820104195,0.16903389228073995,0.2,Sí,0.5691542288557214
KPT-185 (BRD:BRD-K71467466-001-02-3),KPT-185,21.0,21.0,0.5753246753246753,0.006358310845714959,0.1697360530283357,4.0,5.0,0.6960272816204225,0.580696801898283,0.1153304797221395,0.19047619047619047,Sí,0.5691542288557214
KPT-276 (BRD:BRD-K75352575-001-01-3),KPT-276,21.0,21.0,0.22467532467532467,0.3275102738815652,0.7339887610086854,5.0,5.0,0.766158508791067,0.6911542840876,0.0750042247034669,0.42063492063492064,Sí,0.7268978084688055
KU-0063794 (BRD:BRD-K67566344-001-07-5),KU-0063794,20.0,20.0,-0.14285714285714285,0.5479501508336089,0.8343473658608532,5.0,5.0,0.797031925075307,0.796706821843059,0.00032510323224799187,1.0,Sí,1.0
KW-2449 (BRD:BRD-K21718444-001-06-8),KW-2449,15.0,15.0,0.22142857142857136,0.42771371901637,0.7784837999874641,,,,,,,,
KW-2478 (BRD:BRD-K41213548-001-02-0),KW-2478,20.0,20.0,0.18345864661654135,0.438794886569103,0.780776068598229,3.0,5.0,0.77922660599875,0.734198673219776,0.04502793277897399,0.5714285714285714,Sí,0.8669950738916256
KX2-391 (BRD:BRD-K29968218-001-03-2),KX2-391,19.0,19.0,0.343859649122807,0.14944730840911596,0.5647263232076876,4.0,4.0,0.6597578369873195,0.5415175029247026,0.11824033406261691,0.11428571428571428,Sí,0.42448979591836733
"L-798,106 (BRD:BRD-K43905307-001-01-2)","L-798,106",15.0,15.0,0.21071428571428572,0.45095786521528514,0.780776068598229,,,,,,,,
LACITOL (BRD:BRD-K40787673-001-02-1),LACITOL,11.0,11.0,0.5454545454545455,0.08265095734417503,0.42678827681231907,,,,,,,,
LANATOSIDE-C (BRD:BRD-A64242993-001-05-6),LANATOSIDE-C,21.0,21.0,0.174025974025974,0.4505852392484295,0.780776068598229,5.0,4.0,0.714698368385405,0.7089673870538751,0.0057309813315299385,0.7301587301587302,Sí,0.9301799413157988
LAPATINIB (BRD:BRD-K19687926-001-04-1),LAPATINIB,18.0,18.0,-0.7069143446852425,0.001036757704756385,0.09724142871853086,,,,,,,,
LAPPACONITE (BRD:BRD-A05906449-004-01-1),LAPPACONITE,20.0,20.0,-0.0706766917293233,0.7671582206450904,0.9382281285728737,3.0,5.0,0.793258886874744,0.843782825668449,-0.05052393879370498,0.39285714285714285,Sí,0.7268978084688055
LASALOCID (BRD:BRD-A72711497-236-03-8),LASALOCID,20.0,20.0,0.20150375939849624,0.39426050476127356,0.771039618930644,4.0,4.0,0.8300037860162015,0.8102199287804945,0.01978385723570697,0.34285714285714286,Sí,0.7268978084688055
LATREPIRDINE (BRD:BRD-K55703048-001-07-7),LATREPIRDINE,10.0,10.0,-0.09090909090909088,0.8027717312071619,0.9463917739064406,,,,,,,,
LB42708 (BRD:BRD-K18834913-001-01-1),LB42708,21.0,21.0,0.42727272727272725,0.053370405215496956,0.3710714000416048,4.0,5.0,0.803351502761455,0.687350113215617,0.11600138954583794,0.4126984126984127,Sí,0.7268978084688055
LCL-161 (BRD:BRD-K08248804-001-01-8),LCL-161,18.0,18.0,-0.2260061919504644,0.3671777255550172,0.7575185319277574,3.0,4.0,0.823671024295898,0.8487827632728225,-0.025111738976924536,0.4,Sí,0.7268978084688055
LDN-212854 (BRD:BRD-K59831625-001-01-6),LDN-212854,22.0,22.0,0.3314511575381141,0.13184479008712227,0.5308699567441867,5.0,5.0,0.801060843188046,0.757464557352372,0.0435962858356741,0.2222222222222222,Sí,0.5889317889317889
LDN-57444 (BRD:BRD-K94485812-001-02-9),LDN-57444,21.0,21.0,0.22077922077922077,0.3361880870952679,0.7366106225933536,5.0,4.0,0.930076795566153,0.901520837321386,0.028555958244766977,0.4126984126984127,Sí,0.7268978084688055
LE-135 (BRD:BRD-K06593056-001-04-8),LE-135,19.0,19.0,0.13859649122807016,0.5714909256572165,0.8395769081701513,4.0,5.0,0.910584717272409,0.857736073740913,0.05284864353149599,0.4126984126984127,Sí,0.7268978084688055
LENALIDOMIDE (BRD:BRD-A17883755-001-06-1),LENALIDOMIDE,19.0,19.0,0.1,0.6837719442525738,0.9038482436751837,4.0,5.0,0.9489722970483749,0.892271993871816,0.05670030317655894,0.19047619047619047,Sí,0.5691542288557214
LENVATINIB (BRD:BRD-K39974922-001-04-3),LENVATINIB,11.0,11.0,0.39090909090909093,0.23454006709519437,0.6595505708441295,,,,,,,,
LEVOBUNOLOL (BRD:BRD-K31812033-003-11-0),LEVOBUNOLOL,10.0,10.0,0.5757575757575757,0.08155281477260244,0.42359491437769387,,,,,,,,
LEVOCETIRIZINE (BRD:BRD-K27184429-300-01-3),LEVOCETIRIZINE,10.0,10.0,-0.06666666666666665,0.8548130882487427,0.9639855930264206,,,,,,,,
LICOCHALCONE-A (BRD:BRD-K26011976-001-01-0),LICOCHALCONE-A,18.0,18.0,0.2528379772961816,0.31141340050989863,0.7273113963580073,,,,,,,,
LITRONESIB (BRD:BRD-K83029223-001-01-3),LITRONESIB,11.0,11.0,0.45454545454545453,0.16014543725525893,0.5701952463564259,,,,,,,,
LLL CPD (BRD:BRD-K60230970-001-17-5),LLL CPD,21.0,21.0,0.3077922077922078,0.17467404944767495,0.5932199448549884,5.0,4.0,0.550132236304948,0.508714416486028,0.04141781981892001,0.1111111111111111,Sí,0.42448979591836733
LOMEFLOXACIN (BRD:BRD-A75850590-213-01-0),LOMEFLOXACIN,16.0,16.0,-0.10588235294117648,0.6963341050381158,0.9086723568633107,3.0,4.0,0.808197438755474,0.8117445623271226,-0.003547123571648547,0.8571428571428571,Sí,1.0
LONAFARNIB (BRD:BRD-K41599323-001-02-3),LONAFARNIB,16.0,16.0,0.4294117647058823,0.09693648522272376,0.4626752240630545,3.0,4.0,0.855959897058983,0.751668370899636,0.104291526159347,0.22857142857142856,Sí,0.5889317889317889
LOVASTATIN (BRD:BRD-K09416995-001-39-9),LOVASTATIN,10.0,10.0,0.2121212121212121,0.5563057751029299,0.8346329721632294,,,,,,,,
LUCITANIB (BRD:BRD-K31309378-001-01-5),LUCITANIB,15.0,15.0,-0.23928571428571427,0.3903793119202356,0.7690332286281288,3.0,3.0,0.891299139649947,0.921551970580788,-0.030252830930840968,0.1,Sí,0.42448979591836733
LY2090314 (BRD:BRD-K78055238-001-01-8),LY2090314,21.0,21.0,0.2532467532467532,0.26801791447109463,0.6830530000476708,5.0,5.0,0.885886081471711,0.726821155553243,0.159064925918468,0.30952380952380953,Sí,0.7081904761904761
LY2183240 (BRD:BRD-K37865504-001-04-1),LY2183240,16.0,16.0,0.4323529411764706,0.09442103753478692,0.4531183486044394,,,,,,,,
LY2334737 (BRD:BRD-K04993719-001-01-7),LY2334737,20.0,20.0,0.362406015037594,0.1163446491875469,0.5051310020891897,4.0,4.0,0.8438329010789195,0.8208304175700536,0.023002483508865912,0.05714285714285714,Sí,0.38228905597326646
LY2603618 (BRD:BRD-K14109347-001-03-4),LY2603618,11.0,11.0,-0.08181818181818183,0.8109903943000459,0.948620796770868,,,,,,,,
LY2606368 (BRD:BRD-K20463415-300-01-4),LY2606368,17.0,17.0,0.13725490196078433,0.5993690521648235,0.8544481574931787,,,,,,,,
LY2608204 (BRD:BRD-K12068470-001-02-5),LY2608204,20.0,20.0,-0.21353383458646616,0.3660206383395141,0.7573771421435671,3.0,5.0,0.801630005987145,0.825119356938403,-0.023489350951258037,0.5714285714285714,Sí,0.8669950738916256
LY2784544 (BRD:BRD-K25630527-001-03-8),LY2784544,22.0,22.0,0.40824392998306047,0.05926851355254248,0.3782528700529743,5.0,5.0,0.88233346727984,0.735484940995058,0.14684852628478196,0.09523809523809523,Sí,0.42448979591836733
LY2801653 (BRD:BRD-K18961567-001-01-1),LY2801653,14.0,14.0,0.2351648351648352,0.4183338961985915,0.7778704540120908,,,,,,,,
LY2874455 (BRD:BRD-K17203476-001-01-9),LY2874455,21.0,21.0,0.23896103896103899,0.2968491826193771,0.7121442868379092,5.0,4.0,0.84797970134637,0.6550536444527545,0.19292605689361553,0.06349206349206349,Sí,0.38228905597326646
LY3023414 (BRD:BRD-K82967180-001-01-6),LY3023414,21.0,21.0,-0.2961038961038961,0.19247618519439216,0.6127453618317019,4.0,5.0,0.5515600996412285,0.601978735852983,-0.050418636211754464,0.5555555555555556,Sí,0.8635265700483092
LY456236 (BRD:BRD-K87696786-003-04-4),LY456236,19.0,19.0,0.18771929824561404,0.44154950238237817,0.780776068598229,3.0,5.0,0.859807233385741,0.844126820350281,0.015680413035460083,0.5714285714285714,Sí,0.8669950738916256
M-344 (BRD:BRD-K45528773-001-07-2),M-344,22.0,22.0,0.2433653303218521,0.27511168166940314,0.6901239060059176,5.0,5.0,0.749565364466503,0.731859003246215,0.017706361220288014,0.5476190476190477,Sí,0.8635265700483092
MARIMASTAT (BRD:BRD-K21396683-001-04-8),MARIMASTAT,19.0,19.0,0.1754385964912281,0.47250784114558503,0.7932023264858395,4.0,5.0,0.8615831666444824,0.851359254443877,0.010223912200605478,0.5555555555555556,Sí,0.8635265700483092
MAXACALCITOL (BRD:BRD-K81332461-001-01-4),MAXACALCITOL,13.0,13.0,-0.12637362637362637,0.6807854750709491,0.9012497368630407,,,,,,,,
MAYTANSINOL-ISOBUTYRATE (BRD:BRD-K15898725-001-01-7),MAYTANSINOL-ISOBUTYRATE,12.0,12.0,0.6573426573426573,0.020185498509854093,0.2588831710841135,3.0,3.0,0.417640650939626,0.104649965543965,0.312990685395661,0.1,Sí,0.42448979591836733
MEBENDAZOLE (BRD:BRD-K77987382-001-13-2),MEBENDAZOLE,13.0,13.0,-0.23076923076923078,0.4481273823153657,0.780776068598229,,,,,,,,
MECHLORETHAMINE (BRD:BRD-K12829205-003-02-8),MECHLORETHAMINE,10.0,10.0,0.5272727272727272,0.11730806555020232,0.5051310020891897,,,,,,,,
MECLIZINE (BRD:BRD-A50311610-300-10-4),MECLIZINE,16.0,16.0,0.1411764705882353,0.6020026838819792,0.8544481574931787,3.0,3.0,0.961752482363831,0.91788489135104,0.04386759101279103,0.7,Sí,0.9268518518518518
MEFEXAMIDE (BRD:BRD-K20655524-003-12-0),MEFEXAMIDE,21.0,21.0,0.1935064935064935,0.40065858838070295,0.7734882591591963,5.0,4.0,0.67813199302557,0.6456002724706615,0.032531720554908494,0.5555555555555556,Sí,0.8635265700483092
MEK1-2-INHIBITOR (BRD:BRD-K12244279-001-05-8),MEK1-2-INHIBITOR,18.0,18.0,0.2425180598555212,0.3322310909053101,0.7346111921701703,5.0,4.0,0.913022421936174,0.848271168666732,0.06475125326944198,0.5555555555555556,Sí,0.8635265700483092
MELPHALAN (BRD:BRD-K87827419-001-16-8),MELPHALAN,15.0,15.0,0.3857142857142856,0.15563079458596027,0.5677037801887282,,,,,,,,
MENADIONE (BRD:BRD-K78126613-001-28-5),MENADIONE,17.0,17.0,0.014705882352941176,0.9553274855428822,0.9893725661698659,4.0,4.0,0.893593452531121,0.9050812797793035,-0.011487827248182536,1.0,Sí,1.0
MERIMEPODIB (BRD:BRD-K09372874-001-01-0),MERIMEPODIB,15.0,15.0,-0.1928571428571428,0.4910487016052232,0.8059405269840373,,,,,,,,
METARAMINOL (BRD:BRD-K96253961-046-03-1),METARAMINOL,21.0,21.0,0.03766233766233767,0.8712435420745898,0.9697975468329533,5.0,4.0,0.80690012845014,0.7579875212281395,0.048912607222000526,0.7301587301587302,Sí,0.9301799413157988
